!VNA Reflect/Linear/6 to 22/Path 4
RefreshEachScan=0TraceModes=1,1DoHist=0ActiveGraphs=1 1TraceWidths=1 1TraceColors=0 255 255;;255 200 90EndContextStartContext SweepVersion=BmsaMode=ReflectionFreqMode=0BaseFreq=0SpecialGraph=0RLCSpec=0Wait=0PlaneAdj=0Path=4SGPreset=10Offset=0IsTG=1NormRev=0VideoFilter=WideDUTDirection=0GraphData=14 1Autoscale=0 0S21Jig=Series 50 0S11Bridge=50 50 ReflectMinMaxXAxis=6 22MinMaxY1Axis=1 3MinMaxY2Axis=-20 0IsLinear=1 1 1NumSteps=1600SweepDir=1EndContext
! OSL Calibration Data
!
!01/20/22; 12:11:44
!Linear Sweep; Path 4; S11Jig=Reflect; S11BridgeR0=50; S21Jig=Series; S21JigR0=50
!
!  MHz    A_real   A_imag   B_real   B_imag     C_Real     C_Imag     RefDB     RefDeg
10.11 0.63468131 0.04511750 0.90271337e-1 0.17759623e-1 -0.27504736 0.62877129e-1 -37.67669 15.07
10.12 0.6346481 0.51588847e-1 0.89578798e-1 0.01897520 -0.2757731 0.70564054e-1 -37.69158 14.8
10.13 0.63448843 0.58268764e-1 0.89300392e-1 0.01857450 -0.27621118 0.76843272e-1 -37.68023 14.56
10.14 0.63486819 0.48298389e-1 0.90119921e-1 0.17501216e-1 -0.27501189 0.06579960 -37.68013 15.19
10.15 0.63532752 0.51429963e-1 0.89073763e-1 0.19633036e-1 -0.27559871 0.71062999e-1 -37.68378 14.66
10.16 0.63539616 0.05105180 0.9010976e-1 0.01933430 -0.27449408 0.70386113e-1 -37.69117 14.37
10.17 0.63559075 0.04796620 0.89763134e-1 0.1808312e-1 -0.27464611 0.66049327e-1 -37.69856 14.67
10.18 0.63518281 0.53664483e-1 0.89815086e-1 0.18812434e-1 -0.2750021 0.72476917e-1 -37.68347 14.74
10.19 0.63496106 0.5543157e-1 0.89892697e-1 0.18239865e-1 -0.27514624 0.73671434e-1 -37.67962 14.65
10.2 0.6359938 0.49282548e-1 0.89647763e-1 0.17653196e-1 -0.27435844 0.66935744e-1 -37.69451 15
10.21 0.63535464 0.56566534e-1 0.89644488e-1 0.01866240 -0.27500087 0.75228938e-1 -37.68316 14.05
10.22 0.63579516 0.47193548e-1 0.89911579e-1 0.17330516e-1 -0.27429326 0.64524064e-1 -37.69805 15
10.23 0.63694187 0.53185257e-1 0.89479448e-1 0.19624222e-1 -0.27357869 0.72809478e-1 -37.70544 14.07
10.24 0.63565898 0.55126572e-1 0.89802843e-1 0.19252061e-1 -0.27453818 0.74378633e-1 -37.69784 14.11
10.25 0.63504643 0.52194289e-1 0.89873547e-1 0.1833399e-1 -0.27508003 0.70528279e-1 -37.69024 14.29
10.26 0.63494792 0.55053962e-1 0.89351489e-1 0.1871533e-1 -0.27570059 0.73769292e-1 -37.69014 14.06
10.27 0.63545124 0.53679487e-1 0.08955540 0.19460753e-1 -0.27499335 0.7314024e-1 -37.68629 14.02
10.28 0.63567745 0.51734378e-1 0.89136969e-1 0.1971223e-1 -0.27518558 0.07144660 -37.69743 14.08
10.29 0.63581919 0.5013294e-1 0.89967385e-1 0.01866410 -0.27421343 0.68797044e-1 -37.70107 14.36
10.3 0.63638219 0.04732240 0.89973999e-1 0.18632719e-1 -0.27364381 0.65955121e-1 -37.70847 14.39
10.31 0.63498219 0.48880325e-1 0.89963226e-1 0.18090754e-1 -0.27505459 0.66971079e-1 -37.69712 14.48
10.32 0.63651975 0.49924832e-1 0.90118618e-1 0.01812200 -0.27336163 0.68046833e-1 -37.70826 14.18
10.33 0.63666394 0.55448341e-1 0.90085981e-1 0.20367849e-1 -0.27325008 0.7581619e-1 -37.71191 14.01
10.34 0.63613378 0.51897754e-1 0.8973286e-1 0.17832695e-1 -0.27413336 0.69730449e-1 -37.70056 13.87
10.35 0.63592785 0.45891168e-1 0.89258325e-1 0.17997635e-1 -0.27481382 0.06388880 -37.7042 14.31
10.36 0.6359027 0.53510679e-1 0.08992390 0.19064711e-1 -0.2741734 0.72575389e-1 -37.70785 14.02
10.37 0.6365868 0.5331381e-1 0.8993602e-1 0.19198536e-1 -0.27347718 0.72512346e-1 -37.71524 13.77
10.38 0.6363933 0.48154259e-1 0.89974753e-1 0.01920680 -0.27363195 0.67361064e-1 -37.71139 14.09
10.39 0.63628231 0.5142137e-1 0.08956750 0.18450742e-1 -0.27415019 0.69872111e-1 -37.70379 13.8
10.4 0.63803893 0.59234399e-1 0.90482445e-1 0.02024180 -0.27147863 0.07947620 -37.72243 13.05
10.41 0.63610674 0.53385192e-1 0.89507796e-1 0.19679565e-1 -0.27438546 0.73064757e-1 -37.71858 13.58
10.42 0.6372351 0.48850724e-1 0.90174343e-1 0.18247859e-1 -0.27259055 0.67098583e-1 -37.72597 14.19
10.43 0.63572437 0.05526320 0.88683916e-1 0.19579571e-1 -0.27559172 0.74842773e-1 -37.71088 13.2
10.44 0.63554455 0.54347236e-1 0.89573929e-1 0.18615095e-1 -0.27488152 0.7296233e-1 -37.70703 13.98
10.45 0.63768628 0.53210164e-1 0.90268882e-1 0.01857880 -0.27204484 0.71788966e-1 -37.72192 13.45
10.46 0.63625148 0.52490917e-1 0.88942168e-1 0.19864632e-1 -0.27480635 0.72355549e-1 -37.71432 13.5
10.47 0.63582974 0.57728697e-1 0.89156769e-1 0.19439319e-1 -0.2750135 0.77168016e-1 -37.71421 13.09
10.48 0.63689118 0.05565510 0.89919542e-1 0.19835914e-1 -0.27318928 0.75491016e-1 -37.71411 13.08
10.49 0.63703876 0.5372129e-1 0.89363834e-1 0.19598866e-1 -0.2735974 0.73320156e-1 -37.7215 13.02
10.5 0.63742999 0.46332057e-1 0.90090686e-1 0.18460192e-1 -0.27247932 0.64792249e-1 -37.73639 14.02
10.51 0.63716515 0.50743756e-1 0.90854379e-1 0.18897738e-1 -0.27198047 0.69641494e-1 -37.7213 13.63
10.52 0.63728361 0.51669277e-1 0.8943085e-1 0.19662648e-1 -0.27328554 0.71331925e-1 -37.73244 13.01
10.53 0.63622949 0.58948716e-1 0.89287859e-1 0.20302093e-1 -0.27448265 0.07925080 -37.73234 12.96
10.54 0.63699904 0.05153540 0.90008836e-1 0.19427714e-1 -0.27299212 0.7096312e-1 -37.73598 13.06
10.55 0.63718919 0.51493948e-1 0.89505013e-1 0.20417196e-1 -0.2733058 0.71911144e-1 -37.73963 13.01
10.56 0.63796802 0.52897246e-1 0.89546551e-1 0.19688086e-1 -0.27248543 0.72585332e-1 -37.73952 13.28
10.57 0.63616403 0.56350482e-1 0.08985250 0.19771795e-1 -0.27398346 0.76122277e-1 -37.72818 12.98
10.58 0.63739079 0.5810258e-1 0.89494151e-1 0.20990664e-1 -0.27311506 0.79093244e-1 -37.72807 12.91
10.59 0.63730397 0.5184411e-1 0.89585622e-1 0.18943981e-1 -0.27311041 0.70788091e-1 -37.72047 13.48
10.6 0.63760825 0.50464221e-1 0.89487176e-1 0.1864595e-1 -0.27290458 0.69110171e-1 -37.73911 13.39
10.61 0.63646527 0.52564384e-1 0.89232226e-1 0.18901795e-1 -0.2743025 0.71466178e-1 -37.73526 13.2
10.62 0.63729843 0.53008381e-1 0.89014465e-1 0.20436093e-1 -0.2736871 0.73444474e-1 -37.73141 12.7
10.63 0.63744854 0.53840185e-1 0.89639779e-1 0.19069876e-1 -0.27291169 0.72910061e-1 -37.72006 13.15
10.64 0.63780216 0.60468958e-1 0.89415075e-1 0.02115330 -0.27278277 0.81622265e-1 -37.7312 12.45
10.65 0.63746771 0.54606083e-1 0.90036648e-1 0.20043094e-1 -0.27249564 0.74649177e-1 -37.74234 12.77
10.66 0.63711017 0.51921684e-1 0.89503965e-1 0.19138975e-1 -0.27338586 0.71060659e-1 -37.72725 12.99
10.67 0.63773381 0.54753469e-1 0.89767453e-1 0.20691447e-1 -0.27249874 0.75444916e-1 -37.73839 12.55
10.68 0.6379313 0.52754679e-1 0.89966273e-1 0.19057285e-1 -0.27210243 0.71811964e-1 -37.74203 12.96
10.69 0.63782515 0.49173596e-1 0.90299381e-1 0.19210199e-1 -0.27187547 0.68383795e-1 -37.73818 13.3
10.7 0.63753081 0.04912320 0.90035413e-1 0.18727393e-1 -0.27243377 0.67850594e-1 -37.73058 13
10.71 0.63725205 0.53435946e-1 0.89782648e-1 0.2044756e-1 -0.2729653 0.07388350 -37.74547 12.44
10.72 0.63445293 0.56055786e-1 0.88761829e-1 0.20655525e-1 -0.27678524 0.76711311e-1 -37.72663 12.1
10.73 0.63701027 0.53831621e-1 0.89728569e-1 0.01959680 -0.27326116 0.73428426e-1 -37.72653 12.68
10.74 0.63761691 0.53116132e-1 0.09009060 0.18656868e-1 -0.27229248 0.071773 -37.73017 12.67
10.75 0.63798646 0.5015886e-1 0.08989050 0.0195993 -0.27212304 0.6975816e-1 -37.76005 12.89
10.76 0.63765679 0.57532167e-1 0.89968053e-1 0.01961620 -0.27237516 0.77148375e-1 -37.75995 12.19
10.77 0.63822988 0.53050132e-1 0.89846962e-1 0.01942560 -0.27192316 0.72475733e-1 -37.7486 12.46
10.78 0.63692279 0.57599551e-1 0.89191197e-1 0.20722625e-1 -0.27388601 0.78322176e-1 -37.74475 12.11
10.79 0.63723408 0.54216032e-1 0.88973344e-1 0.20263245e-1 -0.27379258 0.74479277e-1 -37.74465 12.38
10.8 0.63664469 0.57538746e-1 0.8912537e-1 0.19399886e-1 -0.27422994 0.76938632e-1 -37.7408 12.3
10.81 0.63882127 0.56038152e-1 0.90056139e-1 0.20857331e-1 -0.27112259 0.76895483e-1 -37.75944 12.1
10.82 0.63796175 0.58739146e-1 0.89477649e-1 0.2018107e-1 -0.2725606 0.78920215e-1 -37.77058 12.03
10.83 0.63823353 0.57788198e-1 0.89253494e-1 0.20097775e-1 -0.27251298 0.77885974e-1 -37.76673 12.07
10.84 0.63804265 0.59281575e-1 0.89673869e-1 0.20389863e-1 -0.27228348 0.79671438e-1 -37.75913 11.48
10.85 0.63834192 0.54853837e-1 0.89354556e-1 0.19825791e-1 -0.27230352 0.74679627e-1 -37.75902 12.14
10.86 0.63779987 0.60882173e-1 0.89487025e-1 0.2102195e-1 -0.27271311 0.81904123e-1 -37.74768 11.33
10.87 0.63823311 0.55371949e-1 0.89878194e-1 0.20205481e-1 -0.2718887 0.7557743e-1 -37.74008 12.25
10.88 0.63979269 0.58459481e-1 0.90224161e-1 0.20481867e-1 -0.26998315 0.78941348e-1 -37.7812 11.46
10.89 0.6375152 0.51420682e-1 0.89751391e-1 0.18733695e-1 -0.27273341 0.70154376e-1 -37.76236 12.31
10.9 0.63733155 0.53668948e-1 0.89744396e-1 0.19337853e-1 -0.27292406 0.07300680 -37.74352 12.27
10.91 0.63654752 0.61076021e-1 0.89923911e-1 0.20001525e-1 -0.27352857 0.81077546e-1 -37.75841 11.46
10.92 0.63776433 0.62449744e-1 0.08947540 0.2141509e-1 -0.27276026 0.83864834e-1 -37.7658 11.56
10.93 0.63872888 0.5822656e-1 0.90566752e-1 0.19862685e-1 -0.27070436 0.78089245e-1 -37.7582 11.74
10.94 0.63931843 0.57953547e-1 0.90776133e-1 0.19842193e-1 -0.26990544 0.7779574e-1 -37.76559 11.96
10.95 0.63935196 0.56816645e-1 0.90123278e-1 0.21271026e-1 -0.27052476 0.78087671e-1 -37.76924 11.56
10.96 0.63838908 0.57520036e-1 0.90001637e-1 0.02038180 -0.27160929 0.7790184e-1 -37.76539 11.45
10.97 0.63866635 0.59597797e-1 0.09076520 0.20988174e-1 -0.27056844 0.80585971e-1 -37.77653 11.18
10.98 0.63949818 0.59403798e-1 0.89944473e-1 0.2063308e-1 -0.27055735 0.80036878e-1 -37.77643 11.19
10.99 0.63806272 0.61163978e-1 0.89996376e-1 0.22138543e-1 -0.2719409 0.83302521e-1 -37.76508 10.94
11 0.63962384 0.5470794e-1 0.09001250 0.20153172e-1 -0.27036366 0.74861112e-1 -37.77997 11.62
11.01 0.63940498 0.52729372e-1 0.89679654e-1 0.20720667e-1 -0.27091537 0.73450039e-1 -37.78361 11.57
11.02 0.63920372 0.58150615e-1 0.89965266e-1 0.02072050 -0.27083101 0.78871123e-1 -37.79475 11.36
11.03 0.63781615 0.57690398e-1 0.8917411e-1 0.19361597e-1 -0.27300974 0.77051995e-1 -37.77216 11.64
11.04 0.638869 0.56618744e-1 0.89906616e-1 0.20261331e-1 -0.27122439 0.76880075e-1 -37.77206 11.62
11.05 0.63907582 0.55516175e-1 0.89997737e-1 0.19853163e-1 -0.27092644 0.75369338e-1 -37.77571 11.22
11.06 0.63980575 0.61961215e-1 0.8956253e-1 0.02122120 -0.27063172 0.83182422e-1 -37.79059 10.83
11.07 0.63880083 0.5842997e-1 0.90009147e-1 0.19427781e-1 -0.27119002 0.77857751e-1 -37.77175 11.37
11.08 0.63751536 0.58075939e-1 0.89671064e-1 0.2212492e-1 -0.27281358 0.80200859e-1 -37.7679 10.84
11.09 0.63970325 0.5679998e-1 0.90327078e-1 0.2038922e-1 -0.26996967 0.0771892 -37.78654 11.05
11.1 0.63827042 0.63541156e-1 0.89707411e-1 0.20776564e-1 -0.27202217 0.8431772e-1 -37.77894 10.95
11.11 0.63743742 0.54842847e-1 0.89400595e-1 0.21215798e-1 -0.27316199 0.76058646e-1 -37.76009 10.84
11.12 0.63987093 0.0586792 0.90486497e-1 0.20226128e-1 -0.26964258 0.78905328e-1 -37.78248 11.08
11.13 0.63999834 0.60046616e-1 0.90083115e-1 0.02020200 -0.26991854 0.8024862e-1 -37.79362 11.19
11.14 0.63808644 0.61348243e-1 0.89731895e-1 0.2170843e-1 -0.27218167 0.83056673e-1 -37.77103 10.56
11.15 0.64090276 0.63368637e-1 0.90332895e-1 0.21253934e-1 -0.26876435 0.84622571e-1 -37.80091 10.41
11.16 0.64077296 0.54914956e-1 0.90383954e-1 0.20319181e-1 -0.26884309 0.75234137e-1 -37.80081 11.05
11.17 0.64051961 0.64327331e-1 0.89846113e-1 0.21404363e-1 -0.26963428 0.85731694e-1 -37.80445 10.41
11.18 0.64033779 0.57936811e-1 0.89834556e-1 0.20756457e-1 -0.26982766 0.78693268e-1 -37.79311 10.9
11.19 0.64029996 0.60415721e-1 0.08991930 0.20742977e-1 -0.26978073 0.81158698e-1 -37.78551 10.75
11.2 0.64014464 0.59885895e-1 0.90230576e-1 0.21512598e-1 -0.26962479 0.81398493e-1 -37.80789 10.5
11.21 0.63937202 0.58115563e-1 0.90419032e-1 0.02052610 -0.27020895 0.78641668e-1 -37.7928 10.68
11.22 0.64092538 0.62241522e-1 0.89812277e-1 0.21545442e-1 -0.26926235 0.83786964e-1 -37.79644 10.33
11.23 0.63897184 0.55449383e-1 0.90010191e-1 0.20879797e-1 -0.27101797 0.76329179e-1 -37.78884 10.54
11.24 0.64085635 0.58959187e-1 0.90566027e-1 0.19680365e-1 -0.26857763 0.78639551e-1 -37.79999 10.78
11.25 0.64043295 0.54422361e-1 0.90421374e-1 0.19781185e-1 -0.26914567 0.74203546e-1 -37.79613 10.88
11.26 0.64193479 0.59514888e-1 0.89298542e-1 0.20961228e-1 -0.26876667 0.80476115e-1 -37.81852 10.12
11.27 0.63988145 0.59205497e-1 0.90247327e-1 0.01964410 -0.26987122 0.78849599e-1 -37.79593 10.48
11.28 0.64010516 0.61350364e-1 0.90390388e-1 0.20652357e-1 -0.26950445 0.82002721e-1 -37.80332 10.14
11.29 0.63941564 0.58624941e-1 0.90196231e-1 0.02024390 -0.27038813 0.78868847e-1 -37.79572 10.42
11.3 0.64053293 0.62136785e-1 0.89669981e-1 0.21627197e-1 -0.26979709 0.83763982e-1 -37.81436 9.77
11.31 0.64014221 0.60464821e-1 0.09000070 0.23108254e-1 -0.26985708 0.83573075e-1 -37.81426 9.72
11.32 0.64043174 0.56875398e-1 0.08959170 0.20749767e-1 -0.26997655 0.77625165e-1 -37.80666 10.39
11.33 0.63996908 0.54993932e-1 0.89938548e-1 0.02101210 -0.27009238 0.7600604e-1 -37.79156 10.51
11.34 0.64084289 0.56355515e-1 0.90573766e-1 0.20927253e-1 -0.26858334 0.77282768e-1 -37.8102 10.46
11.35 0.64008005 0.06560750 0.89681293e-1 0.21580243e-1 -0.27023866 0.87187745e-1 -37.81759 9.65
11.36 0.64044899 0.61812213e-1 0.89973923e-1 0.21036935e-1 -0.26957709 0.82849147e-1 -37.82124 10.02
11.37 0.63966211 0.60275418e-1 0.89914619e-1 0.21288058e-1 -0.27042327 0.81563476e-1 -37.7949 10.03
11.38 0.64216118 0.62697247e-1 0.89961726e-1 0.2194694e-1 -0.2678771 0.84644187e-1 -37.83228 9.83
11.39 0.64113422 0.66502812e-1 0.08984850 0.2173664e-1 -0.26901728 0.88239452e-1 -37.82468 9.44
11.4 0.64059573 0.61193213e-1 0.08997740 0.2031029e-1 -0.26942687 0.08150350 -37.80209 10.19
11.41 0.64205711 0.62666826e-1 0.09021430 0.02140890 -0.26772859 0.84075727e-1 -37.82447 9.86
11.42 0.64137854 0.61219198e-1 0.90535534e-1 0.21268262e-1 -0.26808593 0.8248746e-1 -37.82062 9.73
11.43 0.64099796 0.63375652e-1 0.90016076e-1 0.22060099e-1 -0.26898596 0.85435751e-1 -37.81302 9.59
11.44 0.64046709 0.61364134e-1 0.89606174e-1 0.20687215e-1 -0.26992674 0.82051349e-1 -37.80917 10.25
11.45 0.6409662 0.59945881e-1 0.89537146e-1 0.02045740 -0.26949666 0.8040329e-1 -37.82406 9.57
11.46 0.6417506 0.59728168e-1 0.90151351e-1 0.20978877e-1 -0.26809805 0.80707045e-1 -37.8352 10.04
11.47 0.64104869 0.61172488e-1 0.90594469e-1 0.21015332e-1 -0.26835684 0.8218782e-1 -37.8201 9.34
11.48 0.64042444 0.65056383e-1 0.89695126e-1 0.21351851e-1 -0.26988044 0.86408234e-1 -37.81625 9.27
11.49 0.64163148 0.60504697e-1 0.90079856e-1 0.20036212e-1 -0.26828866 0.08054090 -37.83864 9.43
11.5 0.64199404 0.57278665e-1 0.89697323e-1 0.21170491e-1 -0.26830864 0.78449156e-1 -37.82729 9.77
11.51 0.64163965 0.65448065e-1 0.90275745e-1 0.21323646e-1 -0.2680846 0.86771711e-1 -37.83469 9.37
11.52 0.64165843 0.62275448e-1 0.90002695e-1 0.21607735e-1 -0.26833888 0.83883184e-1 -37.83458 9.49
11.53 0.64182678 0.61050795e-1 0.08997220 0.21218792e-1 -0.26820101 0.82269588e-1 -37.83073 9.33
11.54 0.64144843 0.64036025e-1 0.9003401e-1 0.21648495e-1 -0.26851756 0.85684521e-1 -37.83438 9.45
11.55 0.64119795 0.64074764e-1 0.89888958e-1 0.21397992e-1 -0.2689131 0.85472756e-1 -37.84552 9.49
11.56 0.64097195 0.6230468e-1 0.08993360 0.02172400 -0.26909445 0.8402868e-1 -37.81918 9.08
11.57 0.64203549 0.67567074e-1 0.8995005e-1 0.22493779e-1 -0.26801446 0.90060853e-1 -37.83032 8.61
11.58 0.6414658 0.05948220 0.89701145e-1 0.21667849e-1 -0.26883305 0.81150058e-1 -37.81897 9.37
11.59 0.64105967 0.60285248e-1 0.90129333e-1 0.21073271e-1 -0.26881099 0.81358519e-1 -37.83011 9.42
11.6 0.6432972 0.58021345e-1 0.90032881e-1 0.21482072e-1 -0.26666992 0.79503417e-1 -37.845 9.61
11.61 0.64211191 0.58010069e-1 0.9060745e-1 0.20602139e-1 -0.26728064 0.07861220 -37.85614 9.71
11.62 0.64244809 0.61619868e-1 0.90121291e-1 0.22302765e-1 -0.26743062 0.83922633e-1 -37.83355 8.7
11.63 0.64250438 0.6187487e-1 0.9048708e-1 0.02112360 -0.26700854 0.82998477e-1 -37.82595 9.36
11.64 0.64240704 0.66298146e-1 0.90031662e-1 0.02199730 -0.26756129 0.88295448e-1 -37.83709 8.61
11.65 0.64255124 0.61912946e-1 0.90546526e-1 0.21571225e-1 -0.26690224 0.83484171e-1 -37.84074 9.22
11.66 0.64223324 0.61284162e-1 0.90119343e-1 0.2163574e-1 -0.26764742 0.08291990 -37.85188 8.75
11.67 0.64166626 0.63700464e-1 0.89602011e-1 0.22240653e-1 -0.26873173 0.85941116e-1 -37.84053 8.32
11.68 0.64301107 0.60563548e-1 0.90317666e-1 0.21666682e-1 -0.26667126 0.82230229e-1 -37.84793 9.15
11.69 0.64280296 0.65955122e-1 0.90712443e-1 0.21393368e-1 -0.2664846 0.8734849e-1 -37.84782 8.93
11.7 0.64321563 0.67131939e-1 0.90302595e-1 0.22900386e-1 -0.26648177 0.90032325e-1 -37.86646 8.49
11.71 0.64360558 0.06481550 0.08989230 0.02239600 -0.26650212 0.08721150 -37.85511 8.48
11.72 0.64266701 0.70624376e-1 0.8946056e-1 0.23753464e-1 -0.26787243 0.9437784e-1 -37.85501 8.1
11.73 0.64261253 0.65885634e-1 0.90552547e-1 0.21890238e-1 -0.26683493 0.87775872e-1 -37.84741 8.57
11.74 0.64288325 0.63954681e-1 0.89627076e-1 0.22795684e-1 -0.26748967 0.86750365e-1 -37.85481 8.71
11.75 0.64213382 0.6581121e-1 0.89164346e-1 0.22677994e-1 -0.26870183 0.08848920 -37.83971 8.52
11.76 0.64213397 0.62279877e-1 0.89930016e-1 0.21739747e-1 -0.26793601 0.84019624e-1 -37.8546 8.5
11.77 0.64341586 0.6071722e-1 0.90389948e-1 0.22385994e-1 -0.26619419 0.83103214e-1 -37.85824 8.84
11.78 0.64349696 0.62850516e-1 0.90845436e-1 0.21877148e-1 -0.2656576 0.84727664e-1 -37.85439 8.53
11.79 0.64485108 0.60810427e-1 0.90242038e-1 0.22148871e-1 -0.26490689 0.82959298e-1 -37.87303 8.52
11.8 0.64367162 0.66132245e-1 0.90064042e-1 0.2302401e-1 -0.26626434 0.89156255e-1 -37.86543 7.9
11.81 0.64344731 0.06447520 0.90052971e-1 0.21569942e-1 -0.26649972 0.86045151e-1 -37.85783 8.55
11.82 0.64277361 0.64321399e-1 0.90323736e-1 0.02231940 -0.26690265 0.08664080 -37.85023 8.38
11.83 0.64269343 0.65790177e-1 0.8994149e-1 0.21692682e-1 -0.26736508 0.87482859e-1 -37.85763 8.1
11.84 0.64265355 0.65504845e-1 0.9001834e-1 0.22878471e-1 -0.26732811 0.88383316e-1 -37.85752 8.03
11.85 0.64288727 0.64393077e-1 0.89853342e-1 0.2188727e-1 -0.26725939 0.86280347e-1 -37.86117 8.39
11.86 0.64321691 0.65468289e-1 0.89818434e-1 0.02252750 -0.26696465 0.87995793e-1 -37.87606 8.22
11.87 0.64356926 0.59754741e-1 0.9005003e-1 0.21237146e-1 -0.26638071 0.80991888e-1 -37.85721 8.54
11.88 0.64355449 0.070152 0.89558553e-1 0.23695837e-1 -0.26688696 0.93847837e-1 -37.8721 7.45
11.89 0.64307258 0.65157818e-1 0.89962036e-1 0.21947016e-1 -0.26696538 0.87104834e-1 -37.872 7.99
11.9 0.64368247 0.61554195e-1 0.09030040 0.22246763e-1 -0.26601713 0.83800959e-1 -37.86065 8.02
11.91 0.64488037 0.63762055e-1 0.90491531e-1 0.22478213e-1 -0.2646281 0.86240268e-1 -37.87929 7.83
11.92 0.64324345 0.62755022e-1 0.9061939e-1 0.21956624e-1 -0.26613716 0.84711646e-1 -37.8642 7.81
11.93 0.64491239 0.64832894e-1 0.90304266e-1 0.02206390 -0.26478334 0.08689680 -37.87909 7.88
11.94 0.6438643 0.6796241e-1 0.89519522e-1 0.22735062e-1 -0.26661618 0.90697473e-1 -37.90147 7.51
11.95 0.64436154 0.71033468e-1 0.91094496e-1 0.22560482e-1 -0.26454397 0.9359395e-1 -37.88263 7.41
11.96 0.64356068 0.67528079e-1 0.89740686e-1 0.23945249e-1 -0.26669864 0.91473328e-1 -37.88252 7.21
11.97 0.64365861 0.06263760 0.8998497e-1 0.21852796e-1 -0.26635642 0.08449040 -37.87867 7.68
11.98 0.64466262 0.66755866e-1 0.89895693e-1 0.02398660 -0.26544168 0.90742475e-1 -37.88607 7.38
11.99 0.64310384 0.67029154e-1 0.0898592 0.21523529e-1 -0.26703696 0.88552684e-1 -37.87097 7.47
12 0.64296211 0.66503481e-1 0.89682612e-1 0.22576642e-1 -0.26735528 0.89080123e-1 -37.87836 7.46
12.01 0.6458468 0.62826712e-1 0.90981624e-1 0.21306044e-1 -0.26317157 0.84132756e-1 -37.90825 8.16
12.02 0.64535091 0.6180098e-1 0.90698762e-1 0.22479276e-1 -0.26395033 0.84280256e-1 -37.89315 7.66
12.03 0.64431631 0.72434127e-1 0.08993440 0.2399694e-1 -0.26574928 0.96431066e-1 -37.87806 6.93
12.04 0.64354337 0.61042763e-1 0.91393279e-1 0.21318333e-1 -0.26506335 0.82361096e-1 -37.88545 7.73
12.05 0.64463763 0.65524716e-1 0.91002561e-1 0.21914987e-1 -0.26435981 0.08743970 -37.88909 7.5
12.06 0.64532894 0.68357176e-1 0.90134676e-1 0.23394349e-1 -0.26453639 0.91751525e-1 -37.89649 7.19
12.07 0.64410448 0.68655699e-1 0.89707478e-1 0.22966221e-1 -0.26618804 0.9162192e-1 -37.89264 7.17
12.08 0.64396138 0.65888768e-1 0.89752587e-1 0.21796362e-1 -0.26628603 0.87685129e-1 -37.88504 7.53
12.09 0.64437939 0.06708110 0.89364713e-1 0.23177859e-1 -0.26625589 0.90258963e-1 -37.89243 7.16
12.1 0.64470575 0.68193524e-1 0.89388943e-1 0.23400732e-1 -0.26590531 0.91594256e-1 -37.89607 7.27
12.11 0.64442212 0.6797617e-1 0.90156727e-1 0.22328234e-1 -0.26542115 0.09030440 -37.89222 7.04
12.12 0.64409847 0.7167584e-1 0.89568883e-1 0.22864122e-1 -0.26633264 0.94539962e-1 -37.89587 6.82
12.13 0.64409224 0.71130343e-1 0.89747943e-1 0.02376270 -0.26615982 0.94893051e-1 -37.89951 6.64
12.14 0.64600321 0.69342116e-1 0.89812196e-1 0.2336085e-1 -0.26418459 0.92702966e-1 -37.91815 6.84
12.15 0.64481715 0.69757918e-1 0.90255477e-1 0.2340889e-1 -0.26492737 0.09316680 -37.90306 6.76
12.16 0.64529679 0.65224513e-1 0.90913553e-1 0.22111911e-1 -0.26378966 0.87336424e-1 -37.90295 7.56
12.17 0.64673248 0.66063061e-1 0.90598963e-1 0.23042873e-1 -0.26266856 0.89105934e-1 -37.91784 6.93
12.18 0.6455109 0.0666319 0.90211157e-1 0.02244200 -0.26427794 0.08907390 -37.899 6.99
12.19 0.64507505 0.71987293e-1 0.09022270 0.23534888e-1 -0.26470225 0.95522181e-1 -37.89515 6.39
12.2 0.64587386 0.6963828e-1 0.90953361e-1 0.22626643e-1 -0.26317278 0.92264922e-1 -37.90629 6.55
12.21 0.64473179 0.70419362e-1 0.90008012e-1 0.02175860 -0.2652602 0.92177964e-1 -37.89869 7.09
12.22 0.64593535 0.06864530 0.90456122e-1 0.23275677e-1 -0.26360852 0.91920984e-1 -37.90983 6.51
12.23 0.64485775 0.06001860 0.90230636e-1 0.2219617e-1 -0.26491161 0.82214772e-1 -37.89848 7.38
12.24 0.64552777 0.64879327e-1 0.89695286e-1 0.22363546e-1 -0.26477695 0.87242874e-1 -37.90588 7.16
12.25 0.6451325 0.68820062e-1 0.90432147e-1 0.21877839e-1 -0.26443535 0.09069790 -37.90577 6.44
12.26 0.64610512 0.68940772e-1 0.89614667e-1 0.23326171e-1 -0.26428021 0.92266943e-1 -37.92066 6.28
12.27 0.64607714 0.6524165e-1 0.90198296e-1 0.22823678e-1 -0.26372456 0.88065328e-1 -37.92056 6.61
12.28 0.64619117 0.06726070 0.9084988e-1 0.21861444e-1 -0.26295895 0.89122148e-1 -37.91671 6.71
12.29 0.64644459 0.6820218e-1 0.09010150 0.22715542e-1 -0.2634539 0.90917722e-1 -37.91286 6.81
12.3 0.64499014 0.06762810 0.89597639e-1 0.23706179e-1 -0.26541222 0.91334285e-1 -37.91276 6.14
